crop,year,season,state,area,production,annual rainfall,yield
Maize,2003,Kharif     ,Assam,19569.0,14051,2213.7,0.607391304
Onion,2003,Whole Year ,Assam,7332.0,17142,2213.7,2.34173913
Potato,2003,Whole Year ,Assam,77894.0,543070,2213.7,6.471304348
Rice,2003,Autumn     ,Assam,441143.0,430374,2213.7,1.118695652
Rice,2003,Summer     ,Assam,319480.0,573189,2213.7,1.493913043
Rice,2003,Winter     ,Assam,1769203.0,2877371,2213.7,1.618695652
Sugarcane,2003,Whole Year ,Assam,25431.0,981360,2213.7,37.43217391
Wheat,2003,Rabi       ,Assam,69954.0,73186,2213.7,1.040909091
Groundnut,2003,Kharif     ,Goa,325.0,363,3011.6,1.12
Groundnut,2003,Rabi       ,Goa,2950.0,5310,3011.6,1.8
Rice,2003,Kharif     ,Goa,35471.0,115996,3011.6,3.27
Rice,2003,Rabi       ,Goa,17330.0,54665,3011.6,3.15
Sugarcane,2003,Whole Year ,Goa,1210.0,57607,3011.6,47.61
Bajra,2003,Kharif     ,Karnataka,318328.0,191079,867.6,0.532666667
Bajra,2003,Rabi       ,Karnataka,117.0,105,867.6,0.9
Bajra,2003,Summer     ,Karnataka,300.0,271,867.6,0.9225
Groundnut,2003,Kharif     ,Karnataka,677779.0,294577,867.6,0.5316
Groundnut,2003,Rabi       ,Karnataka,139464.0,138901,867.6,1.0496
Maize,2003,Kharif     ,Karnataka,545546.0,1066107,867.6,2.3356
Maize,2003,Rabi       ,Karnataka,64199.0,123529,867.6,1.943478261
Maize,2003,Summer     ,Karnataka,8428.0,20264,867.6,2.470909091
Onion,2003,Whole Year ,Karnataka,101221.0,360469,867.6,6.0956
Potato,2003,Whole Year ,Karnataka,53076.0,342752,867.6,9.008666667
Rice,2003,Kharif     ,Karnataka,944272.0,2100123,867.6,2.133333333
Rice,2003,Rabi       ,Karnataka,54629.0,158046,867.6,2.892
Rice,2003,Summer     ,Karnataka,74998.0,292230,867.6,3.8768
Sugarcane,2003,Whole Year ,Karnataka,243341.0,16015440,867.6,72.1276
Sunflower,2003,Kharif     ,Karnataka,360264.0,165177,867.6,0.469130435
Sunflower,2003,Rabi       ,Karnataka,737406.0,179533,867.6,0.462083333
Sunflower,2003,Summer     ,Karnataka,37795.0,19977,867.6,0.567894737
Wheat,2003,Rabi       ,Karnataka,231994.0,96150,867.6,0.516428571
Groundnut,2003,Kharif     ,Kerala,2687.0,1988,2386.0,0.74
Rice,2003,Autumn     ,Kerala,102770.0,220132,2386.0,2.140769231
Rice,2003,Summer     ,Kerala,37186.0,83239,2386.0,1.845
Rice,2003,Winter     ,Kerala,147384.0,266674,2386.0,1.960714286
Sugarcane,2003,Whole Year ,Kerala,3535.0,290980,2386.0,82.35
Maize,2003,Kharif     ,Meghalaya,16900.0,25929,3321.3,1.528571429
Potato,2003,Whole Year ,Meghalaya,18035.0,149428,3321.3,7.241428571
Rice,2003,Kharif     ,Meghalaya,109721.0,200703,3321.3,1.798571429
Sugarcane,2003,Whole Year ,Meghalaya,83.0,228,3321.3,2.346
Wheat,2003,Rabi       ,Meghalaya,862.0,1540,3321.3,1.49
Bajra,2003,Kharif     ,Puducherry,197.0,383,1434.5875,1.94
Onion,2003,Whole Year ,Puducherry,7.0,100,1434.5875,8.75
Rice,2003,Kharif     ,Puducherry,25065.0,67003,1434.5875,2.993333333
Sugarcane,2003,Whole Year ,Puducherry,1733.0,146675,1434.5875,54.985
Bajra,2003,Kharif     ,Tamil Nadu,158851.0,172342,345.6,1.0744
Groundnut,2003,Kharif     ,Tamil Nadu,591696.0,918241,345.6,1.513928571
Maize,2003,Kharif     ,Tamil Nadu,160159.0,250992,345.6,1.7856
Onion,2003,Whole Year ,Tamil Nadu,23452.0,211173,345.6,8.768076923
Potato,2003,Whole Year ,Tamil Nadu,4341.0,70103,345.6,17.054
Rice,2003,Kharif     ,Tamil Nadu,1396651.0,3222776,345.6,2.728214286
Sugarcane,2003,Whole Year ,Tamil Nadu,192069.0,19529277,345.6,96.11384615
Sunflower,2003,Kharif     ,Tamil Nadu,10367.0,13408,345.6,1.1916
Bajra,2003,Kharif     ,West Bengal,258.0,179,1526.7,0.67
Barley,2003,Rabi       ,West Bengal,3077.0,4142,1526.7,1.327142857
Groundnut,2003,Kharif     ,West Bengal,1792.0,1833,1526.7,1.077142857
Groundnut,2003,Rabi       ,West Bengal,9173.0,14476,1526.7,1.48
Groundnut,2003,Summer     ,West Bengal,34891.0,59508,1526.7,1.330625
Maize,2003,Kharif     ,West Bengal,55530.0,126059,1526.7,2.133333333
Potato,2003,Whole Year ,West Bengal,308425.0,7621635,1526.7,21.86777778
Rice,2003,Autumn     ,West Bengal,339753.0,719205,1526.7,2.131666667
Rice,2003,Summer     ,West Bengal,1390148.0,4289454,1526.7,2.879444444
Rice,2003,Winter     ,West Bengal,4126706.0,9653580,1526.7,2.283333333
Sugarcane,2003,Whole Year ,West Bengal,16903.0,1252628,1526.7,74.46533333
Sunflower,2003,Kharif     ,West Bengal,8465.0,5594,1526.7,0.585333333
Wheat,2003,Rabi       ,West Bengal,425721.0,985686,1526.7,2.194444444
Bajra,2004,Kharif     ,Karnataka,442372.0,264203,1117.7,0.592
Bajra,2004,Rabi       ,Karnataka,222.0,200,1117.7,0.9
Bajra,2004,Summer     ,Karnataka,2108.0,1705,1117.7,0.873333333
Groundnut,2004,Kharif     ,Karnataka,812826.0,538320,1117.7,0.6988
Groundnut,2004,Rabi       ,Karnataka,155751.0,145766,1117.7,1.042692308
Maize,2004,Kharif     ,Karnataka,783835.0,2310082,1117.7,3.0068
Maize,2004,Rabi       ,Karnataka,57478.0,171589,1117.7,2.84826087
Maize,2004,Summer     ,Karnataka,9056.0,27678,1117.7,3.007826087
Onion,2004,Whole Year ,Karnataka,136038.0,841333,1117.7,7.8688
Potato,2004,Whole Year ,Karnataka,51937.0,360759,1117.7,10.17875
Rice,2004,Kharif     ,Karnataka,1055061.0,2627561,1117.7,2.37
Rice,2004,Rabi       ,Karnataka,43861.0,144235,1117.7,3.388666667
Rice,2004,Summer     ,Karnataka,209257.0,935326,1117.7,4.251666667
Sunflower,2004,Kharif     ,Karnataka,601981.0,262686,1117.7,0.56375
Sunflower,2004,Rabi       ,Karnataka,623217.0,235635,1117.7,0.635652174
Sunflower,2004,Summer     ,Karnataka,45930.0,29797,1117.7,0.684347826
Wheat,2004,Rabi       ,Karnataka,241991.0,206296,1117.7,0.845333333
Groundnut,2004,Kharif     ,Kerala,1346.0,996,2880.2,0.74
Rice,2004,Autumn     ,Kerala,105349.0,241824,2880.2,2.271538462
Rice,2004,Summer     ,Kerala,35732.0,89752,2880.2,2.256923077
Rice,2004,Winter     ,Kerala,148893.0,335529,2880.2,2.175714286
Sugarcane,2004,Whole Year ,Kerala,1921.0,154300,2880.2,82.35153846
Maize,2004,Kharif     ,Meghalaya,16875.0,24000,4767.9,1.465714286
Potato,2004,Whole Year ,Meghalaya,17287.0,141622,4767.9,7.178571429
Rice,2004,Autumn     ,Meghalaya,32667.0,37766,4767.9,1.492857143
Rice,2004,Summer     ,Meghalaya,9224.0,37439,4767.9,2.078333333
Rice,2004,Winter     ,Meghalaya,69659.0,118514,4767.9,1.792857143
Sugarcane,2004,Whole Year ,Meghalaya,84.0,225,4767.9,2.264
Wheat,2004,Rabi       ,Meghalaya,863.0,1564,4767.9,1.156666667
Bajra,2004,Kharif     ,Tamil Nadu,97608.0,124300,1034.0,1.408846154
Groundnut,2004,Kharif     ,Tamil Nadu,615877.0,1005342,1034.0,1.790714286
Maize,2004,Kharif     ,Tamil Nadu,189893.0,294717,1034.0,1.758846154
Onion,2004,Whole Year ,Tamil Nadu,26491.0,256359,1034.0,9.490357143
Potato,2004,Whole Year ,Tamil Nadu,5034.0,79060,1034.0,16.0325
Rice,2004,Kharif     ,Tamil Nadu,1872822.0,5061622,1034.0,3.015172414
Sugarcane,2004,Whole Year ,Tamil Nadu,222188.0,24457244,1034.0,104.66
Sunflower,2004,Kharif     ,Tamil Nadu,18152.0,19303,1034.0,1.002962963
Bajra,2005,Kharif     ,Andhra Pradesh,68884.0,72401,1075.5,0.941666667
Bajra,2005,Rabi       ,Andhra Pradesh,12107.0,9751,1075.5,0.952307692
Groundnut,2005,Kharif     ,Andhra Pradesh,1614668.0,912020,1075.5,1.069545455
Groundnut,2005,Rabi       ,Andhra Pradesh,260876.0,453797,1075.5,1.975
Maize,2005,Kharif     ,Andhra Pradesh,593135.0,2098190,1075.5,3.803636364
Maize,2005,Rabi       ,Andhra Pradesh,164827.0,988711,1075.5,6.032272727
Onion,2005,Kharif     ,Andhra Pradesh,20434.0,364201,1075.5,15.5455
Onion,2005,Rabi       ,Andhra Pradesh,15952.0,332092,1075.5,20.49047619
Potato,2005,Whole Year ,Andhra Pradesh,3275.0,29564,1075.5,8.895
Rice,2005,Kharif     ,Andhra Pradesh,2526108.0,6376990,1075.5,2.549090909
Rice,2005,Rabi       ,Andhra Pradesh,1455643.0,5326634,1075.5,3.132272727
Sugarcane,2005,Whole Year ,Andhra Pradesh,229960.0,17656395,1075.5,83.59
Sunflower,2005,Whole Year ,Andhra Pradesh,444264.0,297556,1075.5,0.931363636
Wheat,2005,Rabi       ,Andhra Pradesh,11109.0,8891,1075.5,0.774
Maize,2005,Kharif     ,Assam,18969.0,13745,2184.6,0.635925926
Onion,2005,Whole Year ,Assam,7726.0,18291,2184.6,2.373333333
Potato,2005,Whole Year ,Assam,69638.0,353696,2184.6,5.326296296
Rice,2005,Autumn     ,Assam,398316.0,398077,2184.6,1.132222222
Rice,2005,Summer     ,Assam,314671.0,559969,2184.6,1.637692308
Rice,2005,Winter     ,Assam,1707340.0,2594392,2184.6,1.502592593
Sugarcane,2005,Whole Year ,Assam,23426.0,871219,2184.6,37.99444444
Wheat,2005,Rabi       ,Assam,49961.0,53735,2184.6,1.084230769
Bajra,2005,Kharif     ,Karnataka,429889.0,389420,1316.2,0.80875
Bajra,2005,Rabi       ,Karnataka,78.0,104,1316.2,1.33
Bajra,2005,Summer     ,Karnataka,917.0,1089,1316.2,1.22
Groundnut,2005,Kharif     ,Karnataka,867704.0,445749,1316.2,0.562
Groundnut,2005,Rabi       ,Karnataka,172368.0,150118,1316.2,0.9764
Maize,2005,Kharif     ,Karnataka,842243.0,2486900,1316.2,3.1212
Maize,2005,Rabi       ,Karnataka,81621.0,282618,1316.2,3.341304348
Maize,2005,Summer     ,Karnataka,11990.0,37005,1316.2,3.096666667
Onion,2005,Kharif     ,Karnataka,136344.0,759619,1316.2,6.543913043
Onion,2005,Rabi       ,Karnataka,10900.0,112992,1316.2,10.36952381
Onion,2005,Summer     ,Karnataka,4075.0,67545,1316.2,16.31842105
Potato,2005,Kharif     ,Karnataka,67623.0,226399,1316.2,3.381333333
Potato,2005,Rabi       ,Karnataka,5416.0,97924,1316.2,17.84
Potato,2005,Summer     ,Karnataka,317.0,5078,1316.2,15.45
Rice,2005,Kharif     ,Karnataka,1075993.0,2770413,1316.2,2.50962963
Rice,2005,Rabi       ,Karnataka,44944.0,97483,1316.2,2.2675
Rice,2005,Summer     ,Karnataka,364244.0,1131350,1316.2,3.0144
Sugarcane,2005,Whole Year ,Karnataka,221462.0,19647650,1316.2,90.63772727
Sunflower,2005,Kharif     ,Karnataka,661178.0,273972,1316.2,0.5125
Sunflower,2005,Rabi       ,Karnataka,722784.0,359821,1316.2,0.8724
Sunflower,2005,Summer     ,Karnataka,43473.0,33718,1316.2,0.829047619
Wheat,2005,Rabi       ,Karnataka,252588.0,226369,1316.2,0.880714286
Groundnut,2005,Kharif     ,Kerala,3299.0,2441,3030.9,0.74
Rice,2005,Autumn     ,Kerala,98256.0,212520,3030.9,2.096923077
Rice,2005,Summer     ,Kerala,21857.0,59733,3030.9,2.345714286
Rice,2005,Winter     ,Kerala,155629.0,357734,3030.9,2.189285714
Sugarcane,2005,Whole Year ,Kerala,1222.0,91650,3030.9,66.14538462
Maize,2005,Kharif     ,Meghalaya,16898.0,24424,3374.4,1.481428571
Potato,2005,Whole Year ,Meghalaya,17986.0,167030,3374.4,7.768571429
Rice,2005,Autumn     ,Meghalaya,32678.0,43762,3374.4,1.597142857
Rice,2005,Summer     ,Meghalaya,9791.0,39910,3374.4,2.245
Rice,2005,Winter     ,Meghalaya,63602.0,124605,3374.4,1.971428571
Sugarcane,2005,Whole Year ,Meghalaya,80.0,219,3374.4,2.342
Wheat,2005,Rabi       ,Meghalaya,670.0,1198,3374.4,1.306666667
Bajra,2005,Kharif     ,Tamil Nadu,81925.0,94799,1364.1,1.3144
Groundnut,2005,Kharif     ,Tamil Nadu,618835.0,1097592,1364.1,1.91
Maize,2005,Kharif     ,Tamil Nadu,202830.0,0,1364.1,0.0
Onion,2005,Whole Year ,Tamil Nadu,29169.0,233796,1364.1,8.07826087
Potato,2005,Whole Year ,Tamil Nadu,5005.0,74593,1364.1,15.32
Rice,2005,Kharif     ,Tamil Nadu,2050455.0,5209433,1364.1,2.895517241
Sugarcane,2005,Whole Year ,Tamil Nadu,335397.0,35113269,1364.1,102.4842857
Sunflower,2005,Kharif     ,Tamil Nadu,17056.0,21148,1364.1,1.18037037
Bajra,2005,Kharif     ,West Bengal,55.0,19,1650.1,0.5
Barley,2005,Rabi       ,West Bengal,2403.0,3000,1650.1,1.121666667
Groundnut,2005,Whole Year ,West Bengal,48818.0,83116,1650.1,1.565
Maize,2005,Kharif     ,West Bengal,71753.0,207252,1650.1,2.601764706
Potato,2005,Whole Year ,West Bengal,354455.0,7462464,1650.1,19.345
Rice,2005,Autumn     ,West Bengal,288129.0,605612,1650.1,2.116111111
Rice,2005,Summer     ,West Bengal,1381957.0,4047038,1650.1,2.767222222
Rice,2005,Winter     ,West Bengal,4112863.0,9858092,1650.1,2.317222222
Sugarcane,2005,Whole Year ,West Bengal,15031.0,1247713,1650.1,80.03066667
Sunflower,2005,Kharif     ,West Bengal,12473.0,15689,1650.1,1.175
Wheat,2005,Rabi       ,West Bengal,366729.0,773514,1650.1,1.953333333
Groundnut,2006,Rabi       ,Puducherry,697.0,1427,1434.5875,1.6
Onion,2006,Rabi       ,Puducherry,1.0,4,1434.5875,4.0
Onion,2006,Summer     ,Puducherry,2.0,10,1434.5875,5.0
Rice,2006,Kharif     ,Puducherry,5010.0,13285,1434.5875,2.64
Rice,2006,Rabi       ,Puducherry,12061.0,33581,1434.5875,4.05
Rice,2006,Summer     ,Puducherry,4574.0,13942,1434.5875,3.05
Sugarcane,2006,Kharif     ,Puducherry,2500.0,383706,1434.5875,112.3
Maize,2006,Kharif     ,Meghalaya,17039.0,25334,2454.7,1.541428571
Potato,2006,Rabi       ,Meghalaya,18173.0,188202,2454.7,8.212857143
Rice,2006,Autumn     ,Meghalaya,32679.0,44736,2454.7,1.641428571
Rice,2006,Rabi       ,Meghalaya,9854.0,39940,2454.7,2.077142857
Rice,2006,Winter     ,Meghalaya,61752.0,115533,2454.7,1.852857143
Sugarcane,2006,Whole Year ,Meghalaya,87.0,239,2454.7,2.348
Wheat,2006,Rabi       ,Meghalaya,656.0,1183,2454.7,1.32
Bajra,2006,Kharif     ,Andhra Pradesh,48995.0,39988,845.2,0.7375
Bajra,2006,Rabi       ,Andhra Pradesh,12081.0,6986,845.2,0.824545455
Groundnut,2006,Kharif     ,Andhra Pradesh,1106630.0,332732,845.2,0.874545455
Groundnut,2006,Rabi       ,Andhra Pradesh,227602.0,409905,845.2,1.98
Maize,2006,Kharif     ,Andhra Pradesh,535709.0,1284991,845.2,2.942727273
Maize,2006,Rabi       ,Andhra Pradesh,190172.0,1177003,845.2,6.363181818
Onion,2006,Kharif     ,Andhra Pradesh,18601.0,306843,845.2,15.37055556
Onion,2006,Rabi       ,Andhra Pradesh,12439.0,272602,845.2,19.59105263
Potato,2006,Whole Year ,Andhra Pradesh,3645.0,44728,845.2,12.436
Rice,2006,Kharif     ,Andhra Pradesh,2640870.0,6949186,845.2,2.689090909
Rice,2006,Rabi       ,Andhra Pradesh,1337020.0,4922944,845.2,3.036818182
Sugarcane,2006,Whole Year ,Andhra Pradesh,264333.0,21691638,845.2,86.37380952
Sunflower,2006,Whole Year ,Andhra Pradesh,445693.0,329437,845.2,0.896363636
Wheat,2006,Rabi       ,Andhra Pradesh,10016.0,8796,845.2,0.68
Maize,2006,Kharif     ,Assam,18657.0,13557,1774.9,0.6252
Onion,2006,Whole Year ,Assam,6870.0,16775,1774.9,2.384814815
Potato,2006,Whole Year ,Assam,77712.0,504557,1774.9,6.657407407
Rice,2006,Autumn     ,Assam,379441.0,335708,1774.9,1.028148148
Rice,2006,Summer     ,Assam,312471.0,630162,1774.9,1.837037037
Rice,2006,Winter     ,Assam,1504647.0,1950144,1774.9,1.269259259
Sugarcane,2006,Whole Year ,Assam,26627.0,1055337,1774.9,39.10666667
Wheat,2006,Rabi       ,Assam,59573.0,67413,1774.9,1.134444444
Bajra,2006,Kharif     ,Karnataka,386456.0,161903,1146.3,0.485
Bajra,2006,Rabi       ,Karnataka,44.0,43,1146.3,0.95
Bajra,2006,Summer     ,Karnataka,1236.0,1415,1146.3,0.81
Groundnut,2006,Kharif     ,Karnataka,617992.0,211868,1146.3,0.4028
Groundnut,2006,Rabi       ,Karnataka,145532.0,115262,1146.3,0.9432
Maize,2006,Kharif     ,Karnataka,865850.0,2354023,1146.3,2.7448
Maize,2006,Rabi       ,Karnataka,78902.0,237039,1146.3,2.7208
Maize,2006,Summer     ,Karnataka,15780.0,50467,1146.3,3.203333333
Onion,2006,Whole Year ,Karnataka,151289.0,859132,1146.3,6.4348
Potato,2006,Whole Year ,Karnataka,63374.0,561001,1146.3,12.976875
Rice,2006,Kharif     ,Karnataka,1066981.0,2723038,1146.3,2.428148148
Rice,2006,Rabi       ,Karnataka,44063.0,99796,1146.3,2.335333333
Rice,2006,Summer     ,Karnataka,284632.0,822692,1146.3,2.6825
Sugarcane,2006,Whole Year ,Karnataka,269440.0,23641948,1146.3,90.2876
Sunflower,2006,Kharif     ,Karnataka,595080.0,168016,1146.3,0.407916667
Sunflower,2006,Rabi       ,Karnataka,583983.0,175417,1146.3,0.612608696
Sunflower,2006,Summer     ,Karnataka,51506.0,40829,1146.3,0.877727273
Wheat,2006,Rabi       ,Karnataka,269494.0,223806,1146.3,0.810714286
Groundnut,2006,Kharif     ,Kerala,2813.0,2081,3429.7,0.74
Rice,2006,Autumn     ,Kerala,83859.0,191241,3429.7,2.270769231
Rice,2006,Summer     ,Kerala,35946.0,103571,3429.7,2.497857143
Rice,2006,Winter     ,Kerala,143724.0,346763,3429.7,2.286428571
Sugarcane,2006,Whole Year ,Kerala,1161.0,65790,3429.7,33.668
Bajra,2006,Whole Year ,Tamil Nadu,65512.0,98969,927.9,1.588333333
Groundnut,2006,Whole Year ,Tamil Nadu,508032.0,1006475,927.9,2.085357143
Maize,2006,Whole Year ,Tamil Nadu,197782.0,759112,927.9,4.483076923
Onion,2006,Whole Year ,Tamil Nadu,29587.0,258333,927.9,8.720454545
Potato,2006,Whole Year ,Tamil Nadu,5190.0,77443,927.9,15.11333333
Rice,2006,Kharif     ,Tamil Nadu,1931397.0,6610607,927.9,3.584827586
Sugarcane,2006,Whole Year ,Tamil Nadu,391201.0,48037332,927.9,118.1746429
Sunflower,2006,Whole Year ,Tamil Nadu,26194.0,47884,927.9,1.726538462
Bajra,2006,Kharif     ,West Bengal,79.0,31,1631.4,0.39
Barley,2006,Rabi       ,West Bengal,2848.0,2610,1631.4,0.993333333
Groundnut,2006,Whole Year ,West Bengal,57395.0,98246,1631.4,1.445
Maize,2006,Kharif     ,West Bengal,85446.0,253505,1631.4,2.723125
Potato,2006,Whole Year ,West Bengal,407941.0,5051962,1631.4,13.35111111
Rice,2006,Autumn     ,West Bengal,283859.0,575294,1631.4,2.001111111
Rice,2006,Summer     ,West Bengal,1401233.0,4520656,1631.4,3.028888889
Rice,2006,Winter     ,West Bengal,4001936.0,9649942,1631.4,2.291666667
Sugarcane,2006,Whole Year ,West Bengal,16583.0,1266705,1631.4,79.200625
Sunflower,2006,Kharif     ,West Bengal,13674.0,17686,1631.4,1.2025
Wheat,2006,Rabi       ,West Bengal,350621.0,799876,1631.4,2.168888889
Bajra,2007,Kharif     ,Puducherry,64.0,133,1434.5875,2.08
Groundnut,2007,Kharif     ,Puducherry,29.0,53,1434.5875,1.83
Groundnut,2007,Rabi       ,Puducherry,622.0,1255,1434.5875,1.51
Groundnut,2007,Summer     ,Puducherry,113.0,197,1434.5875,1.45
Onion,2007,Rabi       ,Puducherry,3.0,25,1434.5875,8.33
Rice,2007,Kharif     ,Puducherry,4379.0,12878,1434.5875,2.986666667
Rice,2007,Rabi       ,Puducherry,11411.0,28051,1434.5875,3.02
Rice,2007,Summer     ,Puducherry,4647.0,12395,1434.5875,2.21
Sugarcane,2007,Kharif     ,Puducherry,2323.0,228416,1434.5875,86.75
Sunflower,2007,Kharif     ,Puducherry,5.0,3,1434.5875,0.75
Maize,2007,Kharif     ,Assam,18362.0,13317,2154.1,0.60962963
Onion,2007,Whole Year ,Assam,6697.0,16323,2154.1,2.37037037
Potato,2007,Whole Year ,Assam,75197.0,520831,2154.1,6.564444444
Rice,2007,Autumn     ,Assam,354115.0,347992,2154.1,1.082592593
Rice,2007,Summer     ,Assam,322889.0,731851,2154.1,2.085925926
Rice,2007,Winter     ,Assam,1646992.0,2238765,2154.1,1.36962963
Sugarcane,2007,Whole Year ,Assam,25734.0,979860,2154.1,36.67259259
Wheat,2007,Rabi       ,Assam,56069.0,70797,2154.1,1.225185185
Bajra,2007,Kharif     ,Karnataka,429832.0,332790,1323.3,0.8875
Bajra,2007,Rabi       ,Karnataka,439.0,506,1323.3,0.83
Bajra,2007,Summer     ,Karnataka,1584.0,1579,1323.3,0.963333333
Groundnut,2007,Kharif     ,Karnataka,736971.0,538923,1323.3,0.732592593
Groundnut,2007,Rabi       ,Karnataka,171231.0,152785,1323.3,0.964285714
Maize,2007,Kharif     ,Karnataka,1015117.0,2950506,1323.3,3.112962963
Maize,2007,Rabi       ,Karnataka,77654.0,260972,1323.3,3.109230769
Maize,2007,Summer     ,Karnataka,20026.0,64553,1323.3,3.179259259
Onion,2007,Kharif     ,Karnataka,165668.0,987538,1323.3,6.5028
Onion,2007,Rabi       ,Karnataka,11727.0,98738,1323.3,8.509047619
Onion,2007,Summer     ,Karnataka,4706.0,39752,1323.3,7.833809524
Potato,2007,Kharif     ,Karnataka,54981.0,181310,1323.3,5.07
Potato,2007,Rabi       ,Karnataka,2957.0,36386,1323.3,12.32909091
Potato,2007,Summer     ,Karnataka,2156.0,34500,1323.3,15.924
Rice,2007,Kharif     ,Karnataka,1051466.0,2791181,1323.3,2.567586207
Rice,2007,Rabi       ,Karnataka,40325.0,86756,1323.3,2.255333333
Rice,2007,Summer     ,Karnataka,324525.0,990578,1323.3,2.846923077
Sugarcane,2007,Whole Year ,Karnataka,307084.0,26028309,1323.3,83.41653846
Sunflower,2007,Kharif     ,Karnataka,507505.0,239674,1323.3,0.516153846
Sunflower,2007,Rabi       ,Karnataka,469020.0,203696,1323.3,0.66
Sunflower,2007,Summer     ,Karnataka,48650.0,49675,1323.3,1.057142857
Wheat,2007,Rabi       ,Karnataka,275583.0,280384,1323.3,1.018
Groundnut,2007,Kharif     ,Kerala,2911.0,2154,3489.6,0.87
Rice,2007,Autumn     ,Kerala,77533.0,168108,3489.6,2.07
Rice,2007,Summer     ,Kerala,45447.0,109277,3489.6,2.335714286
Rice,2007,Winter     ,Kerala,105958.0,251103,3489.6,2.252857143
Sugarcane,2007,Whole Year ,Kerala,2991.0,159150,3489.6,37.17272727
Bajra,2007,Whole Year ,Tamil Nadu,59798.0,85840,1067.2,1.6084
Groundnut,2007,Whole Year ,Tamil Nadu,535211.0,1047586,1067.2,1.850357143
Maize,2007,Whole Year ,Tamil Nadu,223428.0,810057,1067.2,4.077307692
Onion,2007,Whole Year ,Tamil Nadu,29809.0,287208,1067.2,9.574347826
Potato,2007,Whole Year ,Tamil Nadu,4066.0,68169,1067.2,17.018
Rice,2007,Kharif     ,Tamil Nadu,1789170.0,5039954,1067.2,3.213793103
Sugarcane,2007,Whole Year ,Tamil Nadu,354022.0,38070965,1067.2,104.9803571
Sunflower,2007,Whole Year ,Tamil Nadu,44177.0,70203,1067.2,1.513076923
Bajra,2007,Kharif     ,West Bengal,64.0,23,2007.5,0.36
Barley,2007,Rabi       ,West Bengal,2058.0,2709,2007.5,1.213333333
Groundnut,2007,Kharif     ,West Bengal,3257.0,3030,2007.5,1.014
Groundnut,2007,Rabi       ,West Bengal,13005.0,21796,2007.5,1.619166667
Groundnut,2007,Summer     ,West Bengal,52923.0,107871,2007.5,1.543888889
Maize,2007,Kharif     ,West Bengal,34570.0,72463,2007.5,1.775454545
Maize,2007,Rabi       ,West Bengal,17363.0,81620,2007.5,3.295
Maize,2007,Summer     ,West Bengal,25240.0,90290,2007.5,2.845294118
Potato,2007,Whole Year ,West Bengal,400786.0,9900846,2007.5,22.28666667
Rice,2007,Autumn     ,West Bengal,281618.0,565825,2007.5,1.956111111
Rice,2007,Summer     ,West Bengal,1511593.0,4926105,2007.5,3.048888889
Rice,2007,Winter     ,West Bengal,3926544.0,9227590,2007.5,2.261666667
Sugarcane,2007,Whole Year ,West Bengal,16868.0,1772001,2007.5,103.3246667
